allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR127	pQBR132	pQBR28	pQBR53	pQBR55	pQBR55R	pQG3rel01	pQG3rel02	pQG3rel03	pQG3rel04	pQG3rel05	pQG3rel06
g0597_0006	g0597	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	219	219	219.00	146	1		pQBR132_00131										
g0524_0006	g0524	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	291	291	291.00	146	2		pQBR132_00132										
g0356_0006	g0356	NA	Tyr recombinase domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Tyr recombinase domain-containing protein(1)	NA(1)	663	663	663.00	146	3		pQBR132_00133										
g0608_0006	g0608	NA	XRE family transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	XRE family transcriptional regulator(1)	NA(1)	201	201	201.00	146	4		pQBR132_00134										
g0598_0006	g0598	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	219	219	219.00	146	5		pQBR132_00135										
g0549_0006	g0549	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	267	267	267.00	147	1											pQG3rel05_00123	
g0529_0006	g0529	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	285	285	285.00	147	2											pQG3rel05_00124	
g0428_0006	g0428	NA	DUF4149 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4149 domain-containing protein(1)	NA(1)	426	426	426.00	147	3											pQG3rel05_00125	
g0609_0006	g0609	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	198	198	198.00	147	4											pQG3rel05_00126	
g0408_0006	g0408	NA	GCV-T domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	GCV-T domain-containing protein(1)	NA(1)	453	453	453.00	147	5											pQG3rel05_00127	
g0505_0006	g0505	NA	Four helix bundle protein	98	1	1	1	1	1	0	0	0	0	1	Four helix bundle protein(1)	NA(1)	309	309	309.00	148	1							pQG3rel01_00162					
g0547_0006	g0547	NA	Helix-turn-helix DNA binding domain protein	98	1	1	1	1	1	0	0	0	0	1	Helix-turn-helix DNA binding domain protein(1)	NA(1)	267	267	267.00	148	2							pQG3rel01_00161					
g0613_0006	g0613	NA	Prophage protein	98	1	1	1	1	1	0	0	0	0	1	Prophage protein(1)	NA(1)	189	189	189.00	148	3							pQG3rel01_00160					
g0624_0006	g0624	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	177	177	177.00	148	4							pQG3rel01_00159					
g0556_0006	g0556	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	258	258	258.00	148	5							pQG3rel01_00158					
g0578_0006	g0578	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	240	240	240.00	149	1												pQG3rel06_00006
g0628_0006	g0628	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	174	174	174.00	149	2												pQG3rel06_00007
g0484_0006	g0484	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	330	330	330.00	149	3												pQG3rel06_00008
g0571_0006	g0571	NA	EAL domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	EAL domain-containing protein(1)	NA(1)	249	249	249.00	149	4												pQG3rel06_00009
g0638_0006	g0638	NA	NUDIX hydrolase	98	1	1	1	1	1	0	0	0	0	1	NUDIX hydrolase(1)	NA(1)	165	165	165.00	149	5												pQG3rel06_00010
g0569_0006	g0569	NA	TFIIS-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	TFIIS-type domain-containing protein(1)	NA(1)	252	252	252.00	150	1											pQG3rel05_00168	
g0644_0006	g0644	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	156	156	156.00	150	2											pQG3rel05_00169	
g0340_0006	g0340	NA	ASCH domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	ASCH domain-containing protein(1)	NA(1)	720	720	720.00	150	3											pQG3rel05_00170	
g0469_0006	g0469	ratA	Ribosome association toxin RatA	98	1	1	1	1	1	0	0	0	0	1	Ribosome association toxin RatA(1)	ratA(1)	357	357	357.00	150	4											pQG3rel05_00171	
g0538_0006	g0538	NA	RNA-binding protein	98	1	1	1	1	1	0	0	0	0	1	RNA-binding protein(1)	NA(1)	276	276	276.00	150	5											pQG3rel05_00172	
g0643_0006	g0643	nepR	NepR domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	NepR domain-containing protein(1)	nepR(1)	156	156	156.00	151	1											pQG3rel05_00009	
g0431_0006	g0431	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	423	423	423.00	151	2											pQG3rel05_00010	
g0473_0006	g0473	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	348	348	348.00	151	3											pQG3rel05_00011	
g0427_0006	g0427	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	426	426	426.00	151	4											pQG3rel05_00012	
g0237_0006	g0237	NA	Ig-like domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Ig-like domain-containing protein(1)	NA(1)	1635	1635	1635.00	152	1		pQBR132_00003										
g0577_0006	g0577	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	243	243	243.00	152	2		pQBR132_00004										
g0274_0006	g0274	NA	DUF1173 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1173 domain-containing protein(1)	NA(1)	1116	1116	1116.00	152	3		pQBR132_00005										
g0651_0006	g0651	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	138	138	138.00	152	4		pQBR132_00006										
g0498_0006	g0498	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	315	315	315.00	153	1												pQG3rel06_00231
g0634_0006	g0634	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	168	168	168.00	153	2												pQG3rel06_00232
g0522_0006	g0522	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	291	291	291.00	153	3												pQG3rel06_00233
g0430_0006	g0430	NA	DUF3085 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF3085 domain-containing protein(1)	NA(1)	423	423	423.00	153	4												pQG3rel06_00234
g0432_0006	g0432	NA	DUF3578 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF3578 domain-containing protein(1)	NA(1)	423	423	423.00	154	1		pQBR132_00021										
g0420_0006	g0420	NA	Inner membrane protein	98	1	1	1	1	1	0	0	0	0	1	Inner membrane protein(1)	NA(1)	438	438	438.00	154	2		pQBR132_00020										
g0517_0006	g0517	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	300	300	300.00	154	3		pQBR132_00019										
g0601_0006	g0601	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	216	216	216.00	154	4		pQBR132_00018										
g0596_0006	g0596	NA	DUF433 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF433 domain-containing protein(1)	NA(1)	222	222	222.00	155	1							pQG3rel01_00141					
g0560_0006	g0560	dnaJ	Molecular chaperone DnaJ	98	1	1	1	1	1	0	0	0	0	1	Molecular chaperone DnaJ(1)	dnaJ(1)	255	255	255.00	155	2							pQG3rel01_00140					
g0316_0006	g0316	NA	Glyco-trans-2-like domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Glyco-trans-2-like domain-containing protein(1)	NA(1)	828	828	828.00	155	3							pQG3rel01_00139					
g0438_0006	g0438	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	414	414	414.00	156	1											pQG3rel05_00154	
g0499_0006	g0499	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	315	315	315.00	156	2											pQG3rel05_00153	
g0591_0006	g0591	NA	DUF1778 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF1778 domain-containing protein(1)	NA(1)	228	228	228.00	156	3											pQG3rel05_00152	
g0447_0006	g0447	recG	ATP-dependent DNA helicase RecG	98	1	1	1	1	1	0	0	0	0	1	ATP-dependent DNA helicase RecG(1)	recG(1)	390	390	390.00	157	1							pQG3rel01_00181					
g0350_0006	g0350	NA	Transmembrane protein	98	1	1	1	1	1	0	0	0	0	1	Transmembrane protein(1)	NA(1)	687	687	687.00	157	2							pQG3rel01_00182					
g0436_0006	g0436	NA	DDE-Tnp-1 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DDE-Tnp-1 domain-containing protein(1)	NA(1)	414	414	414.00	157	3							pQG3rel01_00183					
g0264_0006	g0264	xerC	Tyrosine recombinase XerC	98	1	1	1	1	1	0	0	0	0	1	Tyrosine recombinase XerC(1)	xerC(1)	1224	1224	1224.00	158	1							pQG3rel01_00186					
g0304_0006	g0304	xerD	Tyrosine recombinase XerD	98	1	1	1	1	1	0	0	0	0	1	Tyrosine recombinase XerD(1)	xerD(1)	945	945	945.00	158	2							pQG3rel01_00187					
g0291_0006	g0291	xerC	Tyrosine recombinase XerC	98	1	1	1	1	1	0	0	0	0	1	Tyrosine recombinase XerC(1)	xerC(1)	999	999	999.00	158	3							pQG3rel01_00188					
g0504_0006	g0504	NA	DUF362 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF362 domain-containing protein(1)	NA(1)	309	309	309.00	159	1							pQG3rel01_00156					
g0406_0006	g0406	NA	Ig-like domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Ig-like domain-containing protein(1)	NA(1)	456	456	456.00	159	2							pQG3rel01_00155					
g0537_0006	g0537	NA	Septum formation inhibitor	98	1	1	1	1	1	0	0	0	0	1	Septum formation inhibitor(1)	NA(1)	276	276	276.00	159	3							pQG3rel01_00154					
g0555_0006	g0555	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	261	261	261.00	160	1											pQG3rel05_00174	
g0645_0006	g0645	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	156	156	156.00	160	2											pQG3rel05_00175	
g0576_0006	g0576	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	243	243	243.00	160	3											pQG3rel05_00176	
g0328_0006	g0328	NA	toxic anion resistance protein	98	1	1	1	1	1	0	0	0	0	1	toxic anion resistance protein(1)	NA(1)	765	765	765.00	161	1											pQG3rel05_00141	
g0272_0006	g0272	NA	toxic anion resistance protein	98	1	1	1	1	1	0	0	0	0	1	toxic anion resistance protein(1)	NA(1)	1134	1134	1134.00	161	2											pQG3rel05_00142	
g0281_0006	g0281	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	1062	1062	1062.00	161	3											pQG3rel05_00143	
g0655_0006	g0655	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	135	135	135.00	162	1								pQG3rel02_00007				
g0658_0006	g0658	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	126	126	126.00	162	2								pQG3rel02_00008				
g0293_0006	g0293	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	996	996	996.00	162	3								pQG3rel02_00009				
g0586_0006	g0586	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	234	234	234.00	163	1		pQBR132_00094										
g0535_0006	g0535	nifW	Nitrogenase-stabilizing/protective protein NifW	98	1	1	1	1	1	0	0	0	0	1	Nitrogenase-stabilizing/protective protein NifW(1)	nifW(1)	279	279	279.00	163	2		pQBR132_00095										
g0565_0006	g0565	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	255	255	255.00	164	1											pQG3rel05_00184	
g0530_0006	g0530	NA	Transmembrane protein	98	1	1	1	1	1	0	0	0	0	1	Transmembrane protein(1)	NA(1)	285	285	285.00	164	2											pQG3rel05_00185	
g0568_0006	g0568	ardR	Antirestriction protein ArdR	98	1	1	1	1	1	0	0	0	0	1	Antirestriction protein ArdR(1)	ardR(1)	252	252	252.00	165	1											pQG3rel05_00005	
g0595_0006	g0595	NA	MmcQ/YjbR family DNA-binding protein	98	1	1	1	1	1	0	0	0	0	1	MmcQ/YjbR family DNA-binding protein(1)	NA(1)	225	225	225.00	165	2											pQG3rel05_00006	
g0299_0006	g0299	NA	Deacetylase sirtuin-type domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Deacetylase sirtuin-type domain-containing protein(1)	NA(1)	975	975	975.00	166	1											pQG3rel05_00133	
g0657_0006	g0657	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	126	126	126.00	166	2											pQG3rel05_00134	
g0557_0006	g0557	NA	RPA-C domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	RPA-C domain-containing protein(1)	NA(1)	258	258	258.00	167	1							pQG3rel01_00177					
g0219_0006	g0219	NA	AAA domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	AAA domain-containing protein(1)	NA(1)	2697	2697	2697.00	167	2							pQG3rel01_00176					
g0229_0006	g0229	NA	DUF2235 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2235 domain-containing protein(1)	NA(1)	1848	1848	1848.00	168	1							pQG3rel01_00111					
g0358_0006	g0358	NA	DUF2931 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2931 domain-containing protein(1)	NA(1)	657	657	657.00	168	2							pQG3rel01_00110					
g0631_0006	g0631	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	171	171	171.00	169	1							pQG3rel01_00165					
g0614_0006	g0614	NA	DRBM domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DRBM domain-containing protein(1)	NA(1)	189	189	189.00	169	2							pQG3rel01_00164					
g0485_0006	g0485	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	330	330	330.00	170	1		pQBR132_00016										
g0478_0006	g0478	NA	MFS domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	MFS domain-containing protein(1)	NA(1)	339	339	339.00	170	2		pQBR132_00015										
g0398_0006	g0398	NA	Transmembrane protein	98	1	1	1	1	1	0	0	0	0	1	Transmembrane protein(1)	NA(1)	492	492	492.00	171	1							pQG3rel01_00084					
g0533_0006	g0533	NA	Prophage protein	98	1	1	1	1	1	0	0	0	0	1	Prophage protein(1)	NA(1)	279	279	279.00	171	2							pQG3rel01_00083					
g0443_0006	g0443	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	402	402	402.00	172	1								pQG3rel02_00117				
g0321_0006	g0321	NA	Integrase catalytic domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Integrase catalytic domain-containing protein(1)	NA(1)	798	798	798.00	172	2								pQG3rel02_00116				
g0523_0006	g0523	NA	Phage protein	98	1	1	1	1	1	0	0	0	0	1	Phage protein(1)	NA(1)	291	291	291.00	173	1											pQG3rel05_00165	
g0600_0006	g0600	NA	Rx-N domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Rx-N domain-containing protein(1)	NA(1)	216	216	216.00	173	2											pQG3rel05_00166	
g0246_0006	g0246	NA	DUF4263 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4263 domain-containing protein(1)	NA(1)	1461	1461	1461.00	174	1							pQG3rel01_00118					
g0346_0006	g0346	NA	Doublecortin domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Doublecortin domain-containing protein(1)	NA(1)	702	702	702.00	174	2							pQG3rel01_00119					
g0349_0006	g0349	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	693	693	693.00	175	1											pQG3rel05_00156	
g0070_2_0014	g0070_2	NA	HEPN-Toprim-N domain-containing protein	98	1	1	2	2	2	0	1	0	1	2	HEPN-Toprim-N domain-containing protein(2)	NA(2)	648	648	648.00	176	1							pQG3rel01_00005;pQG3rel01_00363					
g0579_0006	g0579	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	240	240	240.00	177	1								pQG3rel02_00196				
g0155_0003	g0155	NA	DUF2875 domain-containing protein	80	2	1	2	2	2	0	1	0	1	2	DUF2875 domain-containing protein(2)	NA(2)	1599	1599	1599.00	178	1							pQG3rel01_00235;pQG3rel01_00237					
g0396_0006	g0396	NA	SRCR domain-containing protein	98	1	1	2	2	2	0	1	0	1	2	SRCR domain-containing protein(2)	NA(2)	498	498	498.00	179	1							pQG3rel01_00002;pQG3rel01_00360					
g0477_0006	g0477	NA	Tail assembly chaperone	98	1	1	1	1	1	0	0	0	0	1	Tail assembly chaperone(1)	NA(1)	339	339	339.00	180	1								pQG3rel02_00163				
g0493_0006	g0493	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	324	324	324.00	181	1			pQBR28_00015									
g0496_0006	g0496	NA	Hydrogenase maturation factor	98	1	1	1	1	1	0	0	0	0	1	Hydrogenase maturation factor(1)	NA(1)	321	321	321.00	182	1								pQG3rel02_00005				
g0652_0006	g0652	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	135	135	135.00	183	1							pQG3rel01_00127					
g0154_0001	g0154	NA	L-lactate permease	60	2	1	2	2	2	0	1	0	1	2	L-lactate permease(2)	NA(2)	1449	1701	1575.00	184	1							pQG3rel01_00196;pQG3rel01_00311					
g0491_0006	g0491	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	324	324	324.00	185	1												pQG3rel06_00144
g0659_0006	g0659	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	126	126	126.00	186	1		pQBR132_00155										
g0151_0001	g0151	NA	DUF3274 domain-containing protein	60	2	1	2	2	2	0	1	0	1	2	DUF3274 domain-containing protein(1):AB hydrolase-1 domain-containing protein(1)	NA(2)	2145	2148	2146.50	187	1							pQG3rel01_00234;pQG3rel01_00236					
g0385_0006	g0385	NA	Peptidase C39 domain-containing protein	98	1	1	2	2	2	0	1	0	1	2	Peptidase C39 domain-containing protein(2)	NA(2)	525	525	525.00	188	1							pQG3rel01_00004;pQG3rel01_00362					
g0378_0006	g0378	NA	DUF2156 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF2156 domain-containing protein(1)	NA(1)	564	564	564.00	189	1												pQG3rel06_00192
g0607_0006	g0607	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	201	201	201.00	190	1								pQG3rel02_00019				
g0554_0006	g0554	NA	Ferritin	98	1	1	1	1	1	0	0	0	0	1	Ferritin(1)	NA(1)	261	261	261.00	191	1												pQG3rel06_00171
g0632_0006	g0632	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	171	171	171.00	192	1								pQG3rel02_00014				
g0249_0006	g0249	tnp	IS1182 family ISPfl3 transposase	98	1	1	1	1	1	0	0	0	0	1	IS1182 family ISPfl3 transposase(1)	tnp(1)	1419	1419	1419.00	193	1								pQG3rel02_00090				
g0191_0003	g0191	NA	hypothetical protein	80	2	1	2	2	2	0	1	0	1	2	hypothetical protein(1):DUF6429 domain-containing protein(1)	NA(2)	234	261	247.50	194	1							pQG3rel01_00211;pQG3rel01_00212					
g0369_0006	g0369	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	621	621	621.00	195	1							pQG3rel01_00007					
g0590_0006	g0590	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	228	228	228.00	196	1												pQG3rel06_00016
g0471_0006	g0471	NA	Zinc ribbon domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	Zinc ribbon domain-containing protein(1)	NA(1)	348	348	348.00	197	1							pQG3rel01_00152					
g0476_0006	g0476	NA	Hydroxyacid dehydrogenase	98	1	1	1	1	1	0	0	0	0	1	Hydroxyacid dehydrogenase(1)	NA(1)	339	339	339.00	198	1											pQG3rel05_00182	
g0619_0006	g0619	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	186	186	186.00	199	1												pQG3rel06_00063
g0441_0006	g0441	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	405	405	405.00	200	1								pQG3rel02_00159				
g0627_0006	g0627	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	174	174	174.00	201	1												pQG3rel06_00004
g0313_0006	g0313	NA	DUF4157 domain-containing protein	98	1	1	1	1	1	0	0	0	0	1	DUF4157 domain-containing protein(1)	NA(1)	867	867	867.00	202	1							pQG3rel01_00107					
g0460_0006	g0460	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	363	363	363.00	203	1								pQG3rel02_00157				
g0489_0006	g0489	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	327	327	327.00	204	1											pQG3rel05_00130	
g0482_0006	g0482	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	333	333	333.00	205	1											pQG3rel05_00100	
g0513_0006	g0513	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	303	303	303.00	206	1		pQBR132_00012										
g0592_0006	g0592	NA	Lipoprotein	98	1	1	1	1	1	0	0	0	0	1	Lipoprotein(1)	NA(1)	228	228	228.00	207	1								pQG3rel02_00012				
g0413_0006	g0413	NA	Integrase	98	1	1	1	1	1	0	0	0	0	1	Integrase(1)	NA(1)	444	444	444.00	208	1							pQG3rel01_00168					
g0508_0006	g0508	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	309	309	309.00	209	1		pQBR132_00098										
g0465_0006	g0465	tnpB	IS66 family insertion sequence element accessory protein TnpB	98	1	1	2	2	2	0	1	0	1	2	IS66 family insertion sequence element accessory protein TnpB(2)	tnpB(2)	360	360	360.00	210	1							pQG3rel01_00209;pQG3rel01_00214					
g0387_0006	g0387	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	525	525	525.00	211	1											pQG3rel05_00136	
g0397_0006	g0397	NA	Transposase	98	1	1	2	2	2	0	1	0	1	2	Transposase(2)	NA(2)	498	498	498.00	212	1							pQG3rel01_00191;pQG3rel01_00266					
g0426_0006	g0426	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	429	429	429.00	213	1												pQG3rel06_00169
g0541_0006	g0541	NA	Transcriptional regulator	98	1	1	1	1	1	0	0	0	0	1	Transcriptional regulator(1)	NA(1)	273	273	273.00	214	1												pQG3rel06_00013
g0166_0005	g0166	hcpA	Hcp family type VI secretion system effector	95	2	1	3	3	3	0	1	0	2	3	Hcp family type VI secretion system effector(3)	hcpA(3)	519	519	519.00	215	1							pQG3rel01_00063;pQG3rel01_00230;pQG3rel01_00264					
g0287_0006	g0287	NA	IS3 family transposase	98	1	1	2	2	2	0	1	0	1	2	IS3 family transposase(2)	NA(2)	1026	1026	1026.00	216	1							pQG3rel01_00190;pQG3rel01_00265					
g0160_0006	g0160	NA	DDE-Tnp-1 domain-containing protein	98	1	1	2	2	2	0	1	0	1	2	DDE-Tnp-1 domain-containing protein(1):hypothetical protein(1)	NA(2)	243	627	435.00	217	1							pQG3rel01_00357;pQG3rel01_00366					
g0570_0006	g0570	NA	Oxidoreductase	98	1	1	1	1	1	0	0	0	0	1	Oxidoreductase(1)	NA(1)	249	249	249.00	218	1							pQG3rel01_00039					
g0243_0006	g0243	NA	IS66 family transposase	98	1	1	2	2	2	0	1	0	1	2	IS66 family transposase(2)	NA(2)	1524	1524	1524.00	219	1							pQG3rel01_00210;pQG3rel01_00213					
g0539_0006	g0539	NA	3-hydroxyisobutyrate dehydrogenase	98	1	1	1	1	1	0	0	0	0	1	3-hydroxyisobutyrate dehydrogenase(1)	NA(1)	276	276	276.00	220	1											pQG3rel05_00179	
g0289_0006	g0289	yejK	nucleoid-associated protein YejK	98	1	1	1	1	1	0	0	0	0	1	nucleoid-associated protein YejK(1)	yejK(1)	1014	1014	1014.00	221	1							pQG3rel01_00130					
g0525_0006	g0525	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	288	288	288.00	222	1											pQG3rel05_00158	
g0563_0006	g0563	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	255	255	255.00	223	1												pQG3rel06_00075
g0005_2_0004	g0005_2	NA	Ald-Xan-dh-C2 domain-containing protein	90	2	1	2	2	2	0	1	0	1	2	Ald-Xan-dh-C2 domain-containing protein(1):AlbA-2 domain-containing protein(1)	NA(2)	561	1146	853.50	224	1							pQG3rel01_00003;pQG3rel01_00361					
g0488_0006	g0488	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	327	327	327.00	225	1							pQG3rel01_00046					
g0187_0006	g0187	NA	Integrase catalytic domain-containing protein	98	1	1	2	2	2	0	1	0	1	2	Integrase catalytic domain-containing protein(2)	NA(2)	153	285	219.00	226	1							pQG3rel01_00356;pQG3rel01_00365					
g0157_0004	g0157	tnp	IS5 family transposase	90	2	1	3	3	3	0	1	0	2	3	IS5 family transposase(2):Transposase%2C IS4 protein(1)	tnp(2):NA(1)	234	978	730.00	227	1							pQG3rel01_00056;pQG3rel01_00229;pQG3rel01_00308					
g0654_0006	g0654	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	135	135	135.00	228	1												pQG3rel06_00222
g0152	g0152	NA	Type IV secretion protein Rhs	50	2	1	2	2	2	0	1	0	1	2	Type IV secretion protein Rhs(2)	NA(2)	1956	2118	2037.00	229	1							pQG3rel01_00062;pQG3rel01_00263					
g0606_0006	g0606	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	204	204	204.00	230	1								pQG3rel02_00204				
g0388_0006	g0388	NA	hypothetical protein	98	1	1	1	1	1	0	0	0	0	1	hypothetical protein(1)	NA(1)	513	513	513.00	231	1							pQG3rel01_00095					
g0111_0004	g0111	ltrA	hypothetical protein	90	3	1	2	2	2	1	1	1	1	2	hypothetical protein(1):maturase(1):group II intron reverse transcriptase/maturase(1)	NA(2):ltrA(1)	375	1662	860.00	232	1							(pQG3rel01_00350:pQG3rel01_00351);pQG3rel01_00184					
