allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	pQBR103	pQBR106p	pQBR11d	pQBR124	pQBR4	pQBR43	pQBR44d	pQBR47p	pQBR49	pQBR5	pQBR50d	pQG1rel01	pQG1rel02	pQG1rel03	pQG1rel04	pQG1rel05	pQG1rel06	pQG1rel07	pQG1rel08	pQG1rel09
g0515_0003	g0515	NA	Bacitracin resistance protein	80	2	17	1	1	1	0	0	0	0	17	Bacitracin resistance protein(12):L-lactate permease(5)	NA(17)	330	330	330.00	30	6	pQBR103_00240		pQBR11d_00256	pQBR124_00239	pQBR4_00263	pQBR43_00282			pQBR49_00282	pQBR5_00239	pQBR50d_00239	pQG1rel01_00240	pQG1rel02_00247	pQG1rel03_00247	pQG1rel04_00344	pQG1rel05_00195	pQG1rel06_00285	pQG1rel07_00195	pQG1rel08_00292	pQG1rel09_00195
g0530_0005	g0530	NA	DNA-binding protein HU	95	2	17	1	1	1	0	0	0	0	17	DNA-binding protein HU(17)	NA(17)	273	279	277.24	30	7	pQBR103_00241		pQBR11d_00257	pQBR124_00240	pQBR4_00264	pQBR43_00283			pQBR49_00283	pQBR5_00240	pQBR50d_00240	pQG1rel01_00241	pQG1rel02_00248	pQG1rel03_00248	pQG1rel04_00345	pQG1rel05_00196	pQG1rel06_00286	pQG1rel07_00196	pQG1rel08_00293	pQG1rel09_00196
g0223_0004	g0223	NA	Pirin-C domain-containing protein	90	3	17	1	1	1	0	0	0	0	17	Pirin-C domain-containing protein(17)	NA(17)	798	798	798.00	30	8	pQBR103_00242		pQBR11d_00258	pQBR124_00241	pQBR4_00265	pQBR43_00284			pQBR49_00284	pQBR5_00241	pQBR50d_00241	pQG1rel01_00242	pQG1rel02_00249	pQG1rel03_00249	pQG1rel04_00346	pQG1rel05_00197	pQG1rel06_00287	pQG1rel07_00197	pQG1rel08_00294	pQG1rel09_00197
g0260_0005	g0260	NA	DUF3768 domain-containing protein	95	3	17	1	1	1	0	0	0	0	17	DUF3768 domain-containing protein(17)	NA(17)	495	495	495.00	30	9	pQBR103_00243		pQBR11d_00259	pQBR124_00242	pQBR4_00266	pQBR43_00285			pQBR49_00285	pQBR5_00242	pQBR50d_00242	pQG1rel01_00243	pQG1rel02_00251	pQG1rel03_00251	pQG1rel04_00347	pQG1rel05_00198	pQG1rel06_00288	pQG1rel07_00198	pQG1rel08_00295	pQG1rel09_00198
g0355_0004	g0355	NA	Putative exodeoxyribonuclease	90	2	17	1	1	1	0	0	0	0	17	Putative exodeoxyribonuclease(17)	NA(17)	2217	2223	2221.24	30	10	pQBR103_00244		pQBR11d_00260	pQBR124_00243	pQBR4_00267	pQBR43_00286			pQBR49_00286	pQBR5_00243	pQBR50d_00243	pQG1rel01_00244	pQG1rel02_00252	pQG1rel03_00252	pQG1rel04_00348	pQG1rel05_00199	pQG1rel06_00289	pQG1rel07_00199	pQG1rel08_00296	pQG1rel09_00199
g0363_0005	g0363	traG	Conjugal transfer protein TraG	95	2	17	1	1	1	0	0	0	0	17	Conjugal transfer protein TraG(17)	traG(17)	1803	1803	1803.00	30	11	pQBR103_00245		pQBR11d_00261	pQBR124_00244	pQBR4_00268	pQBR43_00287			pQBR49_00287	pQBR5_00244	pQBR50d_00244	pQG1rel01_00245	pQG1rel02_00253	pQG1rel03_00253	pQG1rel04_00349	pQG1rel05_00200	pQG1rel06_00290	pQG1rel07_00200	pQG1rel08_00297	pQG1rel09_00200
g0512_0005	g0512	NA	Transmembrane protein	95	2	17	1	1	1	0	0	0	0	17	Transmembrane protein(17)	NA(17)	342	342	342.00	30	12	pQBR103_00246		pQBR11d_00262	pQBR124_00245	pQBR4_00269	pQBR43_00288			pQBR49_00288	pQBR5_00245	pQBR50d_00245	pQG1rel01_00246	pQG1rel02_00254	pQG1rel03_00254	pQG1rel04_00350	pQG1rel05_00201	pQG1rel06_00291	pQG1rel07_00201	pQG1rel08_00298	pQG1rel09_00201
g0508_0005	g0508	NA	Conjugal transfer protein	95	2	17	1	1	1	0	0	0	0	17	Conjugal transfer protein(17)	NA(17)	351	351	351.00	30	13	pQBR103_00247		pQBR11d_00263	pQBR124_00246	pQBR4_00270	pQBR43_00289			pQBR49_00289	pQBR5_00246	pQBR50d_00246	pQG1rel01_00247	pQG1rel02_00255	pQG1rel03_00255	pQG1rel04_00351	pQG1rel05_00202	pQG1rel06_00292	pQG1rel07_00202	pQG1rel08_00299	pQG1rel09_00202
g0286_0004	g0286	NA	TrbC/VirB2 family protein	90	3	17	1	1	1	0	0	0	0	17	TrbC/VirB2 family protein(17)	NA(17)	384	429	415.76	30	14	pQBR103_00248		pQBR11d_00264	pQBR124_00247	pQBR4_00271	pQBR43_00290			pQBR49_00290	pQBR5_00247	pQBR50d_00247	pQG1rel01_00248	pQG1rel02_00256	pQG1rel03_00256	pQG1rel04_00352	pQG1rel05_00203	pQG1rel06_00293	pQG1rel07_00203	pQG1rel08_00300	pQG1rel09_00203
g0491_0005	g0491	NA	Bestrophin-like protein	95	2	17	1	1	1	0	0	0	0	17	Bestrophin-like protein(17)	NA(17)	384	384	384.00	30	15	pQBR103_00249		pQBR11d_00265	pQBR124_00248	pQBR4_00272	pQBR43_00291			pQBR49_00291	pQBR5_00248	pQBR50d_00248	pQG1rel01_00249	pQG1rel02_00257	pQG1rel03_00257	pQG1rel04_00353	pQG1rel05_00204	pQG1rel06_00294	pQG1rel07_00204	pQG1rel08_00301	pQG1rel09_00204
g0721_0006	g0721	NA	Conjugal transfer protein	98	1	17	1	1	1	0	0	0	0	17	Conjugal transfer protein(17)	NA(17)	633	633	633.00	30	16	pQBR103_00250		pQBR11d_00266	pQBR124_00249	pQBR4_00273	pQBR43_00292			pQBR49_00292	pQBR5_00249	pQBR50d_00249	pQG1rel01_00250	pQG1rel02_00258	pQG1rel03_00258	pQG1rel04_00354	pQG1rel05_00205	pQG1rel06_00295	pQG1rel07_00205	pQG1rel08_00302	pQG1rel09_00205
g0420_0005	g0420	traK	Type-F conjugative transfer system secretin TraK	95	2	17	1	1	1	0	0	0	0	17	Type-F conjugative transfer system secretin TraK(17)	traK(17)	795	795	795.00	30	17	pQBR103_00251		pQBR11d_00267	pQBR124_00250	pQBR4_00274	pQBR43_00293			pQBR49_00293	pQBR5_00250	pQBR50d_00250	pQG1rel01_00251	pQG1rel02_00259	pQG1rel03_00259	pQG1rel04_00355	pQG1rel05_00206	pQG1rel06_00296	pQG1rel07_00206	pQG1rel08_00303	pQG1rel09_00206
g0372_0004	g0372	traB	Conjugal transfer protein TraB	90	2	17	1	1	1	0	0	0	0	17	Conjugal transfer protein TraB(17)	traB(17)	1581	1581	1581.00	30	18	pQBR103_00252		pQBR11d_00268	pQBR124_00251	pQBR4_00275	pQBR43_00294			pQBR49_00294	pQBR5_00251	pQBR50d_00251	pQG1rel01_00252	pQG1rel02_00260	pQG1rel03_00260	pQG1rel04_00356	pQG1rel05_00207	pQG1rel06_00297	pQG1rel07_00207	pQG1rel08_00304	pQG1rel09_00207
g0296_0003	g0296	NA	Putative conjugative transfer protein	80	3	17	1	1	1	0	0	0	0	17	Putative conjugative transfer protein(12):Conjugal transfer protein(5)	NA(17)	399	402	399.88	30	19	pQBR103_00253		pQBR11d_00269	pQBR124_00252	pQBR4_00276	pQBR43_00295			pQBR49_00295	pQBR5_00252	pQBR50d_00252	pQG1rel01_00253	pQG1rel02_00261	pQG1rel03_00261	pQG1rel04_00357	pQG1rel05_00208	pQG1rel06_00298	pQG1rel07_00208	pQG1rel08_00305	pQG1rel09_00208
g0267_0004	g0267	gspD	Type II secretion system protein GspD	90	3	17	1	1	1	0	0	0	0	17	Type II secretion system protein GspD(14):Pilus assembly protein PilP(3)	gspD(14):pilP(3)	477	477	477.00	30	20	pQBR103_00254		pQBR11d_00270	pQBR124_00253	pQBR4_00277	pQBR43_00296			pQBR49_00296	pQBR5_00253	pQBR50d_00253	pQG1rel01_00254	pQG1rel02_00262	pQG1rel03_00262	pQG1rel04_00358	pQG1rel05_00209	pQG1rel06_00299	pQG1rel07_00209	pQG1rel08_00306	pQG1rel09_00209
g0353_0005	g0353	NA	P-loop-TraG domain-containing protein	95	2	17	1	1	1	0	0	0	0	17	P-loop-TraG domain-containing protein(17)	NA(17)	2883	2883	2883.00	30	21	pQBR103_00255		pQBR11d_00271	pQBR124_00254	pQBR4_00278	pQBR43_00297			pQBR49_00297	pQBR5_00254	pQBR50d_00254	pQG1rel01_00255	pQG1rel02_00263	pQG1rel03_00263	pQG1rel04_00359	pQG1rel05_00210	pQG1rel06_00300	pQG1rel07_00210	pQG1rel08_00307	pQG1rel09_00210
g0494_0004	g0494	NA	Lipoprotein	90	2	17	1	1	1	0	0	0	0	17	Lipoprotein(17)	NA(17)	378	378	378.00	30	22	pQBR103_00256		pQBR11d_00272	pQBR124_00255	pQBR4_00279	pQBR43_00298			pQBR49_00298	pQBR5_00255	pQBR50d_00255	pQG1rel01_00256	pQG1rel02_00264	pQG1rel03_00264	pQG1rel04_00360	pQG1rel05_00211	pQG1rel06_00301	pQG1rel07_00211	pQG1rel08_00308	pQG1rel09_00211
g0063_0003	g0063	lysM	Peptigoglycan-binding protein LysM	80	4	17	1	1	1	0	0	0	0	17	Peptigoglycan-binding protein LysM(12):DUF4115 domain-containing protein(5)	lysM(12):NA(5)	1314	1323	1320.35	30	23	pQBR103_00257		pQBR11d_00273	pQBR124_00256	pQBR4_00280	pQBR43_00299			pQBR49_00299	pQBR5_00256	pQBR50d_00256	pQG1rel01_00257	pQG1rel02_00265	pQG1rel03_00265	pQG1rel04_00361	pQG1rel05_00212	pQG1rel06_00302	pQG1rel07_00212	pQG1rel08_00309	pQG1rel09_00212
g0242_0005	g0242	NA	WLM domain-containing protein	95	3	17	1	1	1	0	0	0	0	17	WLM domain-containing protein(17)	NA(17)	660	660	660.00	30	24	pQBR103_00258		pQBR11d_00274	pQBR124_00257	pQBR4_00281	pQBR43_00300			pQBR49_00300	pQBR5_00257	pQBR50d_00257	pQG1rel01_00258	pQG1rel02_00266	pQG1rel03_00266	pQG1rel04_00362	pQG1rel05_00213	pQG1rel06_00303	pQG1rel07_00213	pQG1rel08_00310	pQG1rel09_00213
g0231_0003	g0231	NA	SLT domain-containing protein	80	3	17	1	1	1	0	0	0	0	17	SLT domain-containing protein(17)	NA(17)	690	735	695.29	30	25	pQBR103_00259		pQBR11d_00275	pQBR124_00258	pQBR4_00282	pQBR43_00301			pQBR49_00301	pQBR5_00258	pQBR50d_00258	pQG1rel01_00259	pQG1rel02_00267	pQG1rel03_00267	pQG1rel04_00363	pQG1rel05_00214	pQG1rel06_00304	pQG1rel07_00214	pQG1rel08_00311	pQG1rel09_00214
g0419_0003	g0419	NA	Sel1 repeat family protein	80	2	17	1	1	1	0	0	0	0	17	Sel1 repeat family protein(17)	NA(17)	798	798	798.00	30	26	pQBR103_00260		pQBR11d_00276	pQBR124_00259	pQBR4_00283	pQBR43_00302			pQBR49_00302	pQBR5_00259	pQBR50d_00259	pQG1rel01_00260	pQG1rel02_00268	pQG1rel03_00268	pQG1rel04_00364	pQG1rel05_00215	pQG1rel06_00305	pQG1rel07_00215	pQG1rel08_00312	pQG1rel09_00215
g0218_0004	g0218	NA	Thioredoxin-like-fold domain-containing protein	90	3	17	1	1	1	0	0	0	0	17	Thioredoxin-like-fold domain-containing protein(17)	NA(17)	882	882	882.00	30	27	pQBR103_00261		pQBR11d_00277	pQBR124_00260	pQBR4_00284	pQBR43_00303			pQBR49_00303	pQBR5_00260	pQBR50d_00260	pQG1rel01_00261	pQG1rel02_00269	pQG1rel03_00269	pQG1rel04_00365	pQG1rel05_00216	pQG1rel06_00306	pQG1rel07_00216	pQG1rel08_00313	pQG1rel09_00216
g0377_0004	g0377	traH	Conjugal transfer protein TraH	90	2	17	1	1	1	0	0	0	0	17	Conjugal transfer protein TraH(17)	traH(17)	1398	1398	1398.00	30	28	pQBR103_00262		pQBR11d_00278	pQBR124_00261	pQBR4_00285	pQBR43_00304			pQBR49_00304	pQBR5_00261	pQBR50d_00261	pQG1rel01_00262	pQG1rel02_00270	pQG1rel03_00270	pQG1rel04_00366	pQG1rel05_00217	pQG1rel06_00307	pQG1rel07_00217	pQG1rel08_00314	pQG1rel09_00217
g0357_0004	g0357	NA	TraG-N domain-containing protein	90	2	17	1	1	1	0	0	0	0	17	TraG-N domain-containing protein(17)	NA(17)	2013	2031	2027.82	30	29	pQBR103_00263		pQBR11d_00279	pQBR124_00262	pQBR4_00286	pQBR43_00305			pQBR49_00305	pQBR5_00262	pQBR50d_00262	pQG1rel01_00263	pQG1rel02_00271	pQG1rel03_00271	pQG1rel04_00367	pQG1rel05_00218	pQG1rel06_00308	pQG1rel07_00218	pQG1rel08_00315	pQG1rel09_00218
g0215_0004	g0215	NA	Lipoprotein	90	3	17	1	1	1	0	0	0	0	17	Lipoprotein(17)	NA(17)	951	951	951.00	30	30	pQBR103_00264		pQBR11d_00280	pQBR124_00263	pQBR4_00287	pQBR43_00306			pQBR49_00306	pQBR5_00263	pQBR50d_00263	pQG1rel01_00264	pQG1rel02_00272	pQG1rel03_00272	pQG1rel04_00368	pQG1rel05_00219	pQG1rel06_00309	pQG1rel07_00219	pQG1rel08_00316	pQG1rel09_00219
g0039_0003	g0039	NA	FAA-hydrolase domain-containing protein	80	5	17	1	1	1	0	0	0	0	17	FAA-hydrolase domain-containing protein(9):2'-5' RNA ligase(5):Amidase domain-containing protein(3)	NA(17)	549	549	549.00	30	31	pQBR103_00265		pQBR11d_00281	pQBR124_00264	pQBR4_00288	pQBR43_00307			pQBR49_00307	pQBR5_00264	pQBR50d_00264	pQG1rel01_00265	pQG1rel02_00273	pQG1rel03_00273	pQG1rel04_00369	pQG1rel05_00220	pQG1rel06_00310	pQG1rel07_00220	pQG1rel08_00317	pQG1rel09_00220
g0292_0003	g0292	NA	AsmA-2 domain-containing protein	80	3	17	1	1	1	0	0	0	0	17	AsmA-2 domain-containing protein(9):Oxidoreductase(5):Pilus assembly protein(3)	NA(17)	414	414	414.00	30	32	pQBR103_00266		pQBR11d_00282	pQBR124_00265	pQBR4_00289	pQBR43_00308			pQBR49_00308	pQBR5_00265	pQBR50d_00265	pQG1rel01_00266	pQG1rel02_00274	pQG1rel03_00274	pQG1rel04_00370	pQG1rel05_00221	pQG1rel06_00311	pQG1rel07_00221	pQG1rel08_00318	pQG1rel09_00221
g0054_0002	g0054	cheW	DUF3480 domain-containing protein	70	5	17	1	1	1	0	0	0	0	17	DUF3480 domain-containing protein(14):Chemotaxis protein CheW(3)	NA(14):cheW(3)	261	261	261.00	30	33	pQBR103_00267		pQBR11d_00283	pQBR124_00266	pQBR4_00290	pQBR43_00309			pQBR49_00309	pQBR5_00266	pQBR50d_00266	pQG1rel01_00267	pQG1rel02_00275	pQG1rel03_00275	pQG1rel04_00371	pQG1rel05_00222	pQG1rel06_00312	pQG1rel07_00222	pQG1rel08_00319	pQG1rel09_00222
g0110_0002	g0110	NA	MIF4G domain-containing protein	70	4	17	1	1	1	0	0	0	0	17	MIF4G domain-containing protein(9):DUF1801 domain-containing protein(5):DUF4304 domain-containing protein(3)	NA(17)	606	612	609.71	30	34	pQBR103_00268		pQBR11d_00284	pQBR124_00267	pQBR4_00291	pQBR43_00310			pQBR49_00310	pQBR5_00267	pQBR50d_00267	pQG1rel01_00268	pQG1rel02_00276	pQG1rel03_00276	pQG1rel04_00372	pQG1rel05_00223	pQG1rel06_00313	pQG1rel07_00223	pQG1rel08_00320	pQG1rel09_00223
g0636_0006	g0636	NA	ALP-N domain-containing protein	98	1	17	1	1	1	0	0	0	0	17	ALP-N domain-containing protein(17)	NA(17)	1071	1071	1071.00	30	35	pQBR103_00269		pQBR11d_00285	pQBR124_00268	pQBR4_00292	pQBR43_00311			pQBR49_00311	pQBR5_00268	pQBR50d_00268	pQG1rel01_00269	pQG1rel02_00277	pQG1rel03_00277	pQG1rel04_00373	pQG1rel05_00224	pQG1rel06_00314	pQG1rel07_00224	pQG1rel08_00321	pQG1rel09_00224
g0209_0003	g0209	NA	Transposase	80	3	17	1	1	1	0	0	0	0	17	Transposase(17)	NA(17)	1017	1017	1017.00	30	36	pQBR103_00270		pQBR11d_00286	pQBR124_00269	pQBR4_00293	pQBR43_00312			pQBR49_00312	pQBR5_00269	pQBR50d_00269	pQG1rel01_00270	pQG1rel02_00278	pQG1rel03_00278	pQG1rel04_00374	pQG1rel05_00225	pQG1rel06_00315	pQG1rel07_00225	pQG1rel08_00322	pQG1rel09_00225
g0125_0003	g0125	NA	HTH-17 domain-containing protein	80	4	17	1	1	1	0	0	0	0	17	HTH-17 domain-containing protein(17)	NA(17)	483	483	483.00	30	37	pQBR103_00272		pQBR11d_00288	pQBR124_00271	pQBR4_00295	pQBR43_00314			pQBR49_00313	pQBR5_00271	pQBR50d_00271	pQG1rel01_00272	pQG1rel02_00280	pQG1rel03_00280	pQG1rel04_00375	pQG1rel05_00226	pQG1rel06_00316	pQG1rel07_00226	pQG1rel08_00323	pQG1rel09_00226
g0049_0002	g0049	NA	Reductase	70	5	17	1	1	1	0	0	0	0	17	Reductase(12):Lipoprotein(5)	NA(17)	333	333	333.00	31	1	pQBR103_00273		pQBR11d_00289	pQBR124_00272	pQBR4_00296	pQBR43_00315			pQBR49_00314	pQBR5_00272	pQBR50d_00272	pQG1rel01_00273	pQG1rel02_00281	pQG1rel03_00281	pQG1rel04_00376	pQG1rel05_00227	pQG1rel06_00317	pQG1rel07_00227	pQG1rel08_00325	pQG1rel09_00227
g0426_0005	g0426	NA	Sigma-70 family RNA polymerase sigma factor	95	2	17	1	1	1	0	0	0	0	17	Sigma-70 family RNA polymerase sigma factor(17)	NA(17)	732	738	733.41	31	2	pQBR103_00274		pQBR11d_00290	pQBR124_00273	pQBR4_00297	pQBR43_00316			pQBR49_00315	pQBR5_00273	pQBR50d_00273	pQG1rel01_00274	pQG1rel02_00282	pQG1rel03_00282	pQG1rel04_00377	pQG1rel05_00228	pQG1rel06_00318	pQG1rel07_00228	pQG1rel08_00326	pQG1rel09_00228
g0378_0005	g0378	NA	DNA primase	95	2	17	1	1	1	0	0	0	0	17	DNA primase(17)	NA(17)	1389	1389	1389.00	31	3	pQBR103_00275		pQBR11d_00291	pQBR124_00274	pQBR4_00298	pQBR43_00317			pQBR49_00316	pQBR5_00274	pQBR50d_00274	pQG1rel01_00275	pQG1rel02_00283	pQG1rel03_00283	pQG1rel04_00378	pQG1rel05_00229	pQG1rel06_00319	pQG1rel07_00229	pQG1rel08_00327	pQG1rel09_00229
g0323_0004	g0323	NA	Secreted protein	90	3	17	1	1	1	0	0	0	0	17	Secreted protein(17)	NA(17)	312	312	312.00	31	4	pQBR103_00276		pQBR11d_00292	pQBR124_00275	pQBR4_00299	pQBR43_00318			pQBR49_00317	pQBR5_00275	pQBR50d_00275	pQG1rel01_00276	pQG1rel02_00284	pQG1rel03_00284	pQG1rel04_00379	pQG1rel05_00230	pQG1rel06_00320	pQG1rel07_00230	pQG1rel08_00328	pQG1rel09_00230
g0035_0002	g0035	NA	Translation initiation factor IF-2	70	5	17	1	1	1	0	0	0	0	17	Translation initiation factor IF-2(17)	NA(17)	600	606	604.24	31	5	pQBR103_00277		pQBR11d_00293	pQBR124_00276	pQBR4_00300	pQBR43_00319			pQBR49_00318	pQBR5_00276	pQBR50d_00276	pQG1rel01_00277	pQG1rel02_00285	pQG1rel03_00285	pQG1rel04_00380	pQG1rel05_00231	pQG1rel06_00321	pQG1rel07_00231	pQG1rel08_00329	pQG1rel09_00231
g0386_0004	g0386	NA	Transmembrane protein	90	2	17	1	1	1	0	0	0	0	17	Transmembrane protein(17)	NA(17)	1233	1233	1233.00	31	6	pQBR103_00278		pQBR11d_00294	pQBR124_00277	pQBR4_00301	pQBR43_00320			pQBR49_00319	pQBR5_00277	pQBR50d_00277	pQG1rel01_00278	pQG1rel02_00286	pQG1rel03_00286	pQG1rel04_00381	pQG1rel05_00232	pQG1rel06_00322	pQG1rel07_00232	pQG1rel08_00330	pQG1rel09_00232
g0373_0004	g0373	NA	Response regulator receiver modulated diguanylate cyclase	90	2	17	1	1	1	0	0	0	0	17	Response regulator receiver modulated diguanylate cyclase(17)	NA(17)	1554	1554	1554.00	31	7	pQBR103_00279		pQBR11d_00295	pQBR124_00278	pQBR4_00302	pQBR43_00321			pQBR49_00320	pQBR5_00278	pQBR50d_00278	pQG1rel01_00279	pQG1rel02_00287	pQG1rel03_00287	pQG1rel04_00382	pQG1rel05_00233	pQG1rel06_00323	pQG1rel07_00233	pQG1rel08_00331	pQG1rel09_00233
g0068_0003	g0068	NA	HEPN-Apea domain-containing protein	80	4	17	1	1	1	0	0	0	0	17	HEPN-Apea domain-containing protein(12):ISNCY family transposase(5)	NA(17)	1131	1218	1181.82	31	8	pQBR103_00280		pQBR11d_00296	pQBR124_00279	pQBR4_00303	pQBR43_00322			pQBR49_00321	pQBR5_00279	pQBR50d_00279	pQG1rel01_00280	pQG1rel02_00288	pQG1rel03_00288	pQG1rel04_00383	pQG1rel05_00234	pQG1rel06_00324	pQG1rel07_00234	pQG1rel08_00332	pQG1rel09_00234
g0117_0004	g0117	NA	DUF4265 domain-containing protein	90	4	17	1	1	1	0	0	0	0	17	DUF4265 domain-containing protein(17)	NA(17)	441	534	523.06	32	1	pQBR103_00282		pQBR11d_00298	pQBR124_00281	pQBR4_00305	pQBR43_00324			pQBR49_00323	pQBR5_00281	pQBR50d_00281	pQG1rel01_00282	pQG1rel02_00290	pQG1rel03_00290	pQG1rel04_00385	pQG1rel05_00236	pQG1rel06_00326	pQG1rel07_00236	pQG1rel08_00334	pQG1rel09_00236
g0144_0003	g0144	NA	Phytanoyl-CoA dioxygenase	80	4	17	1	1	1	0	0	0	0	17	Phytanoyl-CoA dioxygenase(11):Fic family protein(6)	NA(17)	372	375	374.12	32	2	pQBR103_00283		pQBR11d_00299	pQBR124_00282	pQBR4_00306	pQBR43_00325			pQBR49_00324	pQBR5_00282	pQBR50d_00282	pQG1rel01_00283	pQG1rel02_00291	pQG1rel03_00291	pQG1rel04_00386	pQG1rel05_00237	pQG1rel06_00327	pQG1rel07_00237	pQG1rel08_00335	pQG1rel09_00237
g0250_0003	g0250	NA	Integrase	80	3	17	1	1	1	0	0	0	0	17	Integrase(17)	NA(17)	558	558	558.00	32	3	pQBR103_00284		pQBR11d_00300	pQBR124_00283	pQBR4_00307	pQBR43_00326			pQBR49_00325	pQBR5_00283	pQBR50d_00283	pQG1rel01_00284	pQG1rel02_00292	pQG1rel03_00292	pQG1rel04_00387	pQG1rel05_00238	pQG1rel06_00328	pQG1rel07_00238	pQG1rel08_00336	pQG1rel09_00238
g0016_0003	g0016	NA	Lipoprotein	80	6	17	1	1	1	0	0	0	0	17	Lipoprotein(9):DUF5880 domain-containing protein(5):DUF5615 domain-containing protein(1):DUF3085 domain-containing protein(1):hypothetical protein(1)	NA(17)	357	504	367.41	32	4	pQBR103_00285		pQBR11d_00301	pQBR124_00284	pQBR4_00308	pQBR43_00327			pQBR49_00326	pQBR5_00284	pQBR50d_00284	pQG1rel01_00285	pQG1rel02_00293	pQG1rel03_00293	pQG1rel04_00388	pQG1rel05_00239	pQG1rel06_00330	pQG1rel07_00239	pQG1rel08_00338	pQG1rel09_00239
g0095_0003	g0095	NA	Ig-like domain-containing protein	80	4	17	1	1	1	0	0	0	0	17	Ig-like domain-containing protein(12):DUF2185 domain-containing protein(5)	NA(17)	711	711	711.00	32	5	pQBR103_00286		pQBR11d_00302	pQBR124_00285	pQBR4_00309	pQBR43_00328			pQBR49_00327	pQBR5_00285	pQBR50d_00285	pQG1rel01_00286	pQG1rel02_00294	pQG1rel03_00294	pQG1rel04_00389	pQG1rel05_00240	pQG1rel06_00331	pQG1rel07_00240	pQG1rel08_00339	pQG1rel09_00240
g0343_0003	g0343	NA	Zf-TFIIB domain-containing protein	80	3	17	1	1	1	0	0	0	0	17	Zf-TFIIB domain-containing protein(17)	NA(17)	168	228	220.94	32	6	pQBR103_00287		pQBR11d_00303	pQBR124_00286	pQBR4_00310	pQBR43_00329			pQBR49_00328	pQBR5_00286	pQBR50d_00286	pQG1rel01_00287	pQG1rel02_00295	pQG1rel03_00295	pQG1rel04_00390	pQG1rel05_00241	pQG1rel06_00332	pQG1rel07_00241	pQG1rel08_00340	pQG1rel09_00241
g0244_0002	g0244	NA	DNA-binding protein	70	3	17	1	1	1	0	0	0	0	17	DNA-binding protein(11):HTH-7 domain-containing protein(6)	NA(17)	636	645	642.71	32	7	pQBR103_00288		pQBR11d_00304	pQBR124_00287	pQBR4_00311	pQBR43_00330			pQBR49_00329	pQBR5_00287	pQBR50d_00287	pQG1rel01_00288	pQG1rel02_00296	pQG1rel03_00296	pQG1rel04_00391	pQG1rel05_00242	pQG1rel06_00333	pQG1rel07_00242	pQG1rel08_00341	pQG1rel09_00242
g0023_0004	g0023	NA	LPD1 domain-containing protein	90	4	17	1	1	1	1	0	1	0	17	LPD1 domain-containing protein(17):hypothetical protein(1)	NA(18)	501	2097	1961.83	32	8	pQBR103_00289		pQBR11d_00305	pQBR124_00288	pQBR4_00312	pQBR43_00331			pQBR49_00330	pQBR5_00288	pQBR50d_00288	pQG1rel01_00289	pQG1rel02_00297	pQG1rel03_00297	(pQG1rel04_00392:pQG1rel04_00393)	pQG1rel05_00243	pQG1rel06_00334	pQG1rel07_00243	pQG1rel08_00342	pQG1rel09_00243
g0219_0004	g0219	NA	HTH psq-type domain-containing protein	90	3	17	1	1	1	0	0	0	0	17	HTH psq-type domain-containing protein(17)	NA(17)	849	852	851.12	33	1	pQBR103_00191		pQBR11d_00207	pQBR124_00190	pQBR4_00214	pQBR43_00233			pQBR49_00233	pQBR5_00190	pQBR50d_00190	pQG1rel01_00191	pQG1rel02_00213	pQG1rel03_00213	pQG1rel04_00310	pQG1rel05_00163	pQG1rel06_00210	pQG1rel07_00163	pQG1rel08_00242	pQG1rel09_00163
g0183_0003	g0183	NA	VWFA domain-containing protein	80	3	17	1	1	1	0	0	0	0	17	VWFA domain-containing protein(14):NEL domain-containing protein(3)	NA(17)	2148	2151	2150.47	33	2	pQBR103_00192		pQBR11d_00208	pQBR124_00191	pQBR4_00215	pQBR43_00234			pQBR49_00234	pQBR5_00191	pQBR50d_00191	pQG1rel01_00192	pQG1rel02_00214	pQG1rel03_00214	pQG1rel04_00311	pQG1rel05_00164	pQG1rel06_00211	pQG1rel07_00164	pQG1rel08_00243	pQG1rel09_00164
g0014_0003	g0014	NA	RNA-binding protein	80	5	17	1	1	1	0	0	0	0	17	RNA-binding protein(14):RNA-binding protein Hfq(3)	NA(17)	531	540	533.82	33	3	pQBR103_00193		pQBR11d_00209	pQBR124_00192	pQBR4_00216	pQBR43_00235			pQBR49_00235	pQBR5_00192	pQBR50d_00192	pQG1rel01_00193	pQG1rel02_00215	pQG1rel03_00215	pQG1rel04_00312	pQG1rel05_00165	pQG1rel06_00237	pQG1rel07_00165	pQG1rel08_00244	pQG1rel09_00165
g0134_0001	g0134	NA	GCR1-C domain-containing protein	60	4	17	1	1	1	0	0	0	0	17	GCR1-C domain-containing protein(12):Transposase(3):GAD-like domain protein(2)	NA(17)	426	426	426.00	33	4	pQBR103_00194		pQBR11d_00210	pQBR124_00193	pQBR4_00217	pQBR43_00236			pQBR49_00236	pQBR5_00193	pQBR50d_00193	pQG1rel01_00194	pQG1rel02_00216	pQG1rel03_00216	pQG1rel04_00313	pQG1rel05_00166	pQG1rel06_00238	pQG1rel07_00166	pQG1rel08_00245	pQG1rel09_00166
